Crop,Region,Season,Temperature_C,Humidity_%,Soil_pH,Soil_Moisture_%,Fertilizer_Name,Fertilizer_Amount_kg,Pesticide_Name,Pesticide_Amount_kg
Maize,Punjab,Kharif,25.45,48.38,6.61,52.44,Urea,126.83,Lambda-Cyhalothrin,2.76
Wheat,Maharashtra,Rabi,24.3,80.06,6.74,25.64,NPK,141.8,Propiconazole,2.866
Sugarcane,Punjab,Kharif,28.15,62.93,6.69,63.01,NPK,257.14,Imidacloprid,3.462
Wheat,Tamil Nadu,Kharif,21.57,63.51,7.03,50.03,NPK,142.24,Carbendazim,1.82
Maize,Punjab,Zaid,27.62,79.32,7.13,42.4,DAP,119.19,Lambda-Cyhalothrin,4.19
Pulses,Uttar Pradesh,Rabi,34.69,79.77,6.54,45.1,DAP,89.26,Thiamethoxam,3.146
Mustard,Maharashtra,Rabi,30.78,57.97,6.38,34.85,Compost,65.04,Mancozeb,2.027
Pulses,Rajasthan,Zaid,25.08,81.74,6.86,38.29,NPK,101.66,Mancozeb,2.96
Sugarcane,Bihar,Rabi,22.93,66.46,6.7,41.88,Potash,196.79,Malathion,3.998
Pulses,Tamil Nadu,Kharif,23.2,88.25,5.73,44.71,NPK,104.05,Thiamethoxam,3.36
Rice,Odisha,Kharif,21.44,69.51,5.71,16.37,DAP,141.83,Imidacloprid,2.776
Groundnut,Tamil Nadu,Rabi,31.71,70.4,6.27,13.67,Urea,102.84,Dimethoate,2.439
Maize,Tamil Nadu,Kharif,30.47,62.91,5.75,47.96,Urea,124.39,Chlorantraniliprole,2.74
Mustard,Uttar Pradesh,Rabi,29.37,77.06,5.93,33.56,SSP,97.06,Mancozeb,2.848
Rice,Maharashtra,Zaid,30.66,80.88,6.52,28.38,Urea,161.12,Imidacloprid,3.829
Sugarcane,Punjab,Zaid,36.92,78.09,6.0,47.48,Urea,242.19,Imidacloprid,4.51
Cotton,Rajasthan,Kharif,24.0,61.74,6.75,53.6,NPK,185.88,Buprofezin,2.359
Pulses,Maharashtra,Kharif,27.68,85.3,6.24,37.43,Compost,58.23,Mancozeb,2.864
Pulses,Odisha,Rabi,24.05,51.26,7.91,42.65,Compost,52.69,Thiamethoxam,1.707
Pulses,Odisha,Rabi,18,66.17,7.48,48.31,DAP,87.63,Mancozeb,1.796
Rice,Maharashtra,Zaid,21.12,68.5,6.76,20.3,MOP,143.66,Cartap Hydrochloride,3.433
Wheat,Odisha,Zaid,28.61,79.99,5.7,30.59,SSP,119.48,Propiconazole,2.76
Pulses,Karnataka,Kharif,35.88,88.86,5.84,35.73,DAP,91.41,Imidacloprid,3.541
Mustard,Odisha,Rabi,36.42,66.8,5.15,61.59,Urea,110.78,Carbendazim,2.376
Wheat,Maharashtra,Rabi,23.94,56.03,5.82,40.51,SSP,115.46,Mancozeb,1.696
Mustard,Tamil Nadu,Rabi,30.69,68.28,7.31,50.34,SSP,110.18,Carbendazim,2.132
Sugarcane,Karnataka,Rabi,30.62,63.0,6.45,50.54,Potash,198.41,Malathion,3.98
Pulses,Karnataka,Rabi,30.29,62.64,6.54,59.91,NPK,106.94,Imidacloprid,2.187
Rice,Rajasthan,Rabi,33.72,56.44,5.64,47.47,MOP,151.82,Chlorpyrifos,3.606
Groundnut,Bihar,Kharif,29.76,46.59,6.66,54.99,Compost,66.6,Chlorpyrifos,2.516
Maize,Uttar Pradesh,Zaid,29.59,33.96,6.94,36.29,DAP,115.03,Imidacloprid,2.169
Rice,Tamil Nadu,Kharif,21.44,58.12,5.99,52.72,Urea,158.22,Imidacloprid,2.545
Mustard,Punjab,Kharif,30.76,72.42,5.98,43.48,Compost,61.72,Imidacloprid,2.709
Maize,Odisha,Rabi,24.17,74.17,7.13,63.49,Urea,132.09,Lambda-Cyhalothrin,3.702
Cotton,Bihar,Rabi,27.4,47.94,5.72,47.16,Compost,106.96,Buprofezin,2.366
Groundnut,Tamil Nadu,Rabi,23.61,69.39,7.87,47.67,Compost,55.19,Chlorpyrifos,2.506
Cotton,Tamil Nadu,Rabi,34.92,54.15,6.6,51.7,Compost,105.09,Acephate,3.202
Wheat,Odisha,Zaid,35.39,89.93,7.3,47.81,Urea,134.1,Mancozeb,4.177
Pulses,Tamil Nadu,Zaid,28.33,66.16,5.91,36.05,NPK,92.83,Imidacloprid,2.077
Maize,Odisha,Zaid,30.95,77.93,7.34,47.41,Compost,80.94,Imidacloprid,3.772
Sugarcane,Odisha,Kharif,27.57,88.22,6.15,54.16,Potash,199.2,Malathion,5.848
Groundnut,Punjab,Kharif,34.4,65.76,6.18,41.86,Compost,66.46,Chlorpyrifos,2.888
Pulses,Rajasthan,Zaid,33.6,70.91,7.07,65.17,NPK,111.2,Thiamethoxam,2.879
Maize,Punjab,Rabi,28.26,59.71,6.62,50.03,Urea,123.21,Chlorantraniliprole,2.588
Cotton,Maharashtra,Zaid,32.3,88.62,6.64,38.15,Compost,106.89,Acephate,4.537
Cotton,Odisha,Kharif,31.93,73.56,7.48,21.19,Potash,141.58,Acephate,3.747
Sugarcane,Punjab,Zaid,32.35,59.18,7.04,39.81,Urea,230.73,Malathion,3.451
Wheat,Karnataka,Rabi,24.85,68.95,6.96,55.97,NPK,147.77,Carbendazim,1.759
Pulses,Karnataka,Rabi,31.66,71.42,5.35,41.42,DAP,96.92,Imidacloprid,2.425
Pulses,Karnataka,Rabi,24.54,94.86,6.61,37.4,DAP,101.58,Mancozeb,3.564
Maize,Bihar,Kharif,29.97,72.33,6.11,30.08,DAP,112.16,Chlorantraniliprole,3.211
Sugarcane,Bihar,Rabi,28.33,74.28,6.3,52.88,NPK,248.47,Malathion,4.575
Rice,Bihar,Kharif,32.51,75.32,7.0,51.17,Urea,172.37,Cartap Hydrochloride,4.356
Wheat,Maharashtra,Kharif,28.55,71.26,6.32,48.27,Urea,134.91,Mancozeb,2.576
Rice,Odisha,Rabi,36.35,78.67,6.52,41.78,Urea,167.65,Chlorpyrifos,4.747
Sugarcane,Uttar Pradesh,Zaid,18,81.46,6.12,44.31,Potash,202.47,Imidacloprid,3.875
Maize,Karnataka,Kharif,28.27,82.27,7.82,28.38,Compost,74.64,Chlorantraniliprole,3.793
Pulses,Punjab,Rabi,31.9,62.36,6.49,31.61,Compost,58.85,Thiamethoxam,2.183
Mustard,Uttar Pradesh,Rabi,28.84,62.64,6.93,45.46,Compost,66.83,Imidacloprid,2.015
Wheat,Maharashtra,Rabi,27.69,71.16,6.83,33.61,Urea,133.12,Carbendazim,2.054
Rice,Karnataka,Zaid,37.69,89.09,5.55,44.31,MOP,157.05,Imidacloprid,4.488
Cotton,Tamil Nadu,Kharif,28.12,72.79,6.54,31.59,Potash,152.36,Acephate,3.483
Maize,Uttar Pradesh,Kharif,22.04,71.37,8.14,43.17,Compost,70.97,Chlorantraniliprole,3.148
Wheat,Punjab,Zaid,28.05,36.79,6.46,25.73,NPK,130.92,Mancozeb,2.0
Pulses,Tamil Nadu,Kharif,31.39,64.0,6.37,59.92,Compost,60.89,Imidacloprid,2.065
Maize,Karnataka,Kharif,26.74,70.67,6.46,41.04,Urea,129.99,Chlorantraniliprole,3.061
Maize,Tamil Nadu,Zaid,27.15,73.09,6.96,46.68,Compost,84.05,Lambda-Cyhalothrin,3.705
Sugarcane,Maharashtra,Zaid,28.49,68.6,5.73,40.83,Potash,204.07,Malathion,3.988
Mustard,Rajasthan,Zaid,23.36,58.93,5.93,53.79,Compost,72.35,Imidacloprid,1.456
Maize,Tamil Nadu,Kharif,24.49,70.5,6.57,37.46,DAP,125.21,Lambda-Cyhalothrin,3.409
Maize,Uttar Pradesh,Zaid,32.69,53.81,6.62,36.29,DAP,113.79,Imidacloprid,2.433
Maize,Uttar Pradesh,Rabi,32.08,63.69,5.32,24.86,Compost,67.79,Chlorantraniliprole,2.725
Groundnut,Odisha,Zaid,22.04,71.35,7.07,38.73,Gypsum,48.98,Chlorpyrifos,2.888
Groundnut,Odisha,Rabi,26.42,71.05,5.97,42.89,Urea,102.38,Chlorpyrifos,3.03
Rice,Karnataka,Rabi,35.07,83.69,6.07,39.53,MOP,149.58,Imidacloprid,4.221
Cotton,Tamil Nadu,Kharif,26.73,70.84,5.24,40.3,NPK,174.31,Imidacloprid,3.307
Rice,Punjab,Kharif,26.86,86.32,7.34,53.22,DAP,162.6,Chlorpyrifos,4.725
Maize,Karnataka,Kharif,31.08,81.12,6.87,47.97,Compost,80.53,Lambda-Cyhalothrin,4.093
Sugarcane,Bihar,Rabi,26.3,64.89,7.34,44.01,NPK,247.26,Chlorpyrifos,3.618
Cotton,Odisha,Rabi,30.89,82.87,6.27,29.83,Potash,152.02,Acephate,4.2
Wheat,Rajasthan,Zaid,21.45,70.0,6.74,55.79,NPK,147.98,Carbendazim,1.753
Pulses,Uttar Pradesh,Kharif,28.29,32.43,5.95,26.82,NPK,86.34,Imidacloprid,1.677
Sugarcane,Punjab,Zaid,28.96,73.79,6.41,55.18,Urea,249.27,Chlorpyrifos,4.421
Pulses,Odisha,Zaid,28.23,53.87,6.86,53.31,DAP,86.5,Mancozeb,1.874
Groundnut,Bihar,Zaid,22.27,71.04,5.27,44.79,Gypsum,46.72,Chlorpyrifos,2.666
Rice,Bihar,Zaid,21.18,58.94,5.85,29.26,DAP,148.86,Chlorpyrifos,3.203
Rice,Karnataka,Kharif,32.37,47.15,6.61,18.39,MOP,141.58,Chlorpyrifos,3.252
Sugarcane,Tamil Nadu,Zaid,26.56,73.81,5.7,38.72,NPK,245.74,Malathion,4.508
Cotton,Tamil Nadu,Zaid,32.37,79.78,5.83,56.39,NPK,188.48,Buprofezin,3.663
Wheat,Maharashtra,Kharif,26.24,65.68,6.12,41.44,Urea,137.16,Carbendazim,1.991
Cotton,Maharashtra,Kharif,26.53,79.25,7.23,28.85,Compost,102.02,Acephate,3.75
Pulses,Odisha,Rabi,31.4,62.07,6.12,35.88,NPK,88.11,Imidacloprid,1.957
Maize,Tamil Nadu,Kharif,33.94,81.07,5.76,45.26,Compost,68.62,Chlorantraniliprole,4.191
Maize,Tamil Nadu,Rabi,30.26,59.12,5.67,52.61,DAP,116.98,Chlorantraniliprole,2.816
Groundnut,Maharashtra,Zaid,24.46,82.73,5.52,45.61,Compost,69.41,Carbendazim,2.959
Rice,Uttar Pradesh,Kharif,27.52,68.18,5.68,23.24,MOP,138.68,Imidacloprid,2.981
Cotton,Karnataka,Kharif,24.32,83.46,6.0,43.68,NPK,181.66,Imidacloprid,3.875
Wheat,Karnataka,Kharif,30.42,88.21,6.38,33.38,SSP,125.09,Propiconazole,3.397
Maize,Karnataka,Zaid,21.96,72.29,6.74,34.83,Compost,69.74,Imidacloprid,2.677
Pulses,Punjab,Zaid,30.99,87.2,5.81,66.23,DAP,99.13,Mancozeb,4.024
Maize,Uttar Pradesh,Kharif,28.18,79.69,6.75,30.72,Compost,74.19,Chlorantraniliprole,3.5
Groundnut,Punjab,Rabi,20.52,75.49,7.15,40.31,Compost,53.54,Carbendazim,2.243
Pulses,Punjab,Kharif,20.21,64.7,5.02,36.53,DAP,83.28,Mancozeb,2.1
Maize,Odisha,Kharif,31.97,94.34,5.34,31.77,Compost,74.88,Imidacloprid,3.891
Wheat,Tamil Nadu,Zaid,24.26,65.44,6.73,33.64,NPK,137.98,Carbendazim,1.748
Maize,Punjab,Zaid,21.29,80.82,6.03,51.24,Urea,123.58,Lambda-Cyhalothrin,4.087
Maize,Punjab,Kharif,33.25,56.29,6.27,31.14,DAP,118.84,Lambda-Cyhalothrin,3.022
Cotton,Rajasthan,Kharif,29.18,63.84,7.23,42.19,Potash,145.48,Imidacloprid,2.54
Mustard,Uttar Pradesh,Kharif,28.72,99.95,6.2,43.37,Compost,81.13,Carbendazim,3.065
Maize,Uttar Pradesh,Kharif,28.29,83.1,5.97,49.53,DAP,112.14,Chlorantraniliprole,4.092
Rice,Odisha,Zaid,27.97,61.74,5.48,54.6,DAP,154.36,Cartap Hydrochloride,3.253
Wheat,Punjab,Zaid,25.08,75.74,6.96,19.5,SSP,117.61,Carbendazim,2.091
Wheat,Tamil Nadu,Rabi,25.98,68.16,6.55,50.11,Urea,136.11,Carbendazim,1.971
Cotton,Maharashtra,Rabi,28.92,66.86,6.76,45.29,Compost,104.96,Buprofezin,2.989
Mustard,Rajasthan,Rabi,32.6,83.28,5.72,59.76,Urea,116.79,Carbendazim,2.939
Rice,Maharashtra,Zaid,36.18,64.3,7.23,48.44,MOP,152.27,Cartap Hydrochloride,3.973
Sugarcane,Karnataka,Zaid,27.61,68.83,6.75,8.85,Potash,195.06,Imidacloprid,3.244
Pulses,Tamil Nadu,Kharif,27.84,87.82,7.28,30.36,Compost,53.31,Mancozeb,3.486
Wheat,Rajasthan,Kharif,22.92,63.18,6.26,41.37,SSP,124.41,Propiconazole,1.829
Maize,Odisha,Rabi,26.6,46.47,6.55,22.01,Compost,72.31,Imidacloprid,1.972
Sugarcane,Punjab,Rabi,27.42,81.01,6.85,43.16,Potash,204.94,Imidacloprid,4.29
Cotton,Karnataka,Rabi,26.99,47.69,5.83,28.37,Potash,138.97,Buprofezin,2.559
Cotton,Odisha,Kharif,29.35,57.34,6.74,38.09,NPK,187.11,Acephate,2.888
Sugarcane,Rajasthan,Rabi,30.07,76.05,6.15,31.9,NPK,247.09,Chlorpyrifos,4.878
Rice,Punjab,Zaid,26.84,77.71,6.52,14.97,MOP,143.83,Imidacloprid,3.254
Cotton,Odisha,Kharif,26.19,75.46,7.09,54.38,Compost,103.86,Buprofezin,3.296
Sugarcane,Rajasthan,Zaid,25.57,74.25,6.55,42.45,Urea,241.12,Imidacloprid,3.778
Wheat,Odisha,Zaid,28.65,49.13,6.44,41.24,NPK,143.54,Mancozeb,2.317
Pulses,Maharashtra,Kharif,24.67,53.82,6.91,43.75,DAP,81.39,Imidacloprid,1.553
Maize,Odisha,Rabi,25.51,74.16,6.62,46.16,Urea,128.18,Chlorantraniliprole,3.41
Sugarcane,Uttar Pradesh,Kharif,30.37,58.96,5.6,38.7,NPK,243.09,Imidacloprid,3.038
Rice,Maharashtra,Rabi,31.75,76.83,6.2,37.42,MOP,153.44,Imidacloprid,3.697
Wheat,Tamil Nadu,Kharif,28.58,52.8,7.55,49.25,SSP,118.29,Propiconazole,2.238
Wheat,Bihar,Kharif,33.31,67.46,7.32,51.32,Urea,133.19,Propiconazole,2.583
Sugarcane,Tamil Nadu,Kharif,27.22,58.64,6.62,43.56,Urea,235.32,Malathion,3.845
Sugarcane,Rajasthan,Zaid,31.83,65.11,7.49,44.24,Potash,197.93,Imidacloprid,3.392
Cotton,Tamil Nadu,Rabi,32.49,69.89,6.52,31.91,Compost,102.38,Acephate,3.648
Wheat,Bihar,Zaid,26.99,76.31,7.05,20.48,SSP,121.42,Propiconazole,2.759
Rice,Odisha,Kharif,27.29,67.05,7.06,30.92,DAP,150.69,Imidacloprid,3.151
Maize,Rajasthan,Zaid,27.27,65.03,7.19,33.65,Urea,116.99,Imidacloprid,2.38
Rice,Bihar,Zaid,28.61,48.07,6.5,56.2,Urea,166.7,Chlorpyrifos,3.215
Maize,Tamil Nadu,Rabi,34.26,66.01,6.36,46.64,Compost,77.92,Imidacloprid,3.134
Groundnut,Tamil Nadu,Zaid,30.57,80.45,6.97,48.23,Gypsum,55.77,Carbendazim,2.764
Mustard,Odisha,Rabi,37.01,75.52,5.57,45.77,Compost,68.2,Carbendazim,2.563
Maize,Bihar,Zaid,31.83,69.27,5.24,32.71,DAP,114.81,Chlorantraniliprole,3.294
Groundnut,Maharashtra,Kharif,20.88,92.62,6.78,16.4,Urea,98.92,Chlorpyrifos,4.072
Pulses,Odisha,Kharif,33.19,62.85,7.16,35.23,Compost,56.34,Thiamethoxam,2.464
Sugarcane,Bihar,Kharif,26.15,79.22,7.58,58.11,Urea,235.55,Imidacloprid,4.301
Mustard,Punjab,Zaid,32.65,71.68,6.22,49.81,SSP,105.8,Carbendazim,2.318
Rice,Bihar,Rabi,24.69,64.09,7.72,56.76,Urea,165.26,Chlorpyrifos,3.522
Cotton,Punjab,Zaid,24.84,65.6,6.32,66.61,Compost,107.89,Acephate,3.266
Rice,Uttar Pradesh,Kharif,27.95,65.02,6.07,46.04,MOP,149.23,Imidacloprid,2.962
Pulses,Bihar,Zaid,28.8,87.63,6.15,29.24,Compost,61.57,Mancozeb,3.219
Pulses,Maharashtra,Zaid,30.15,51.22,6.53,68.75,NPK,107.65,Thiamethoxam,2.072
Rice,Odisha,Kharif,30.66,92.05,7.26,41.34,MOP,148.41,Cartap Hydrochloride,5.118
Sugarcane,Odisha,Kharif,25.5,90.98,4.62,46.85,Potash,200.99,Chlorpyrifos,5.032
Rice,Odisha,Zaid,24.58,66.71,6.35,35.96,Urea,159.84,Imidacloprid,2.841
Wheat,Bihar,Zaid,29.59,74.22,6.32,39.85,NPK,142.19,Mancozeb,3.052
Rice,Punjab,Zaid,33.7,84.57,6.69,45.86,MOP,157.32,Chlorpyrifos,5.345
Pulses,Odisha,Rabi,28.18,100,5.54,32.57,DAP,84.86,Mancozeb,4.073
Wheat,Bihar,Kharif,37.05,69.04,5.13,18.68,NPK,131.23,Mancozeb,2.703
Mustard,Rajasthan,Zaid,25.8,69.78,6.52,49.18,SSP,108.18,Imidacloprid,2.081
Rice,Bihar,Kharif,22.21,80.8,6.3,37.63,MOP,144.04,Chlorpyrifos,4.087
Maize,Bihar,Kharif,27.17,55.41,6.97,30.86,Urea,110.74,Imidacloprid,2.013
Groundnut,Maharashtra,Rabi,27.63,74.93,6.05,32.52,Gypsum,42.45,Chlorpyrifos,3.272
Maize,Bihar,Rabi,28.46,70.04,7.07,31.68,Compost,73.18,Lambda-Cyhalothrin,2.903
Sugarcane,Karnataka,Rabi,22.81,45.06,7.02,24.69,Urea,219.89,Imidacloprid,2.861
Rice,Odisha,Kharif,23.81,79.78,6.11,60.27,Urea,169.8,Imidacloprid,3.686
Mustard,Maharashtra,Kharif,31.29,60.18,6.05,37.15,SSP,99.42,Carbendazim,1.594
Mustard,Bihar,Rabi,22.69,54.35,6.64,19.36,SSP,93.42,Carbendazim,1.33
Rice,Tamil Nadu,Rabi,21.36,59.35,6.82,24.48,Urea,149.12,Chlorpyrifos,2.87
Wheat,Maharashtra,Zaid,27.03,77.11,6.42,45.21,Urea,137.89,Propiconazole,3.171
Wheat,Rajasthan,Kharif,26.37,74.93,6.91,42.18,Urea,131.73,Propiconazole,2.467
Wheat,Karnataka,Zaid,32.36,84.51,6.3,45.89,SSP,129.51,Mancozeb,3.693
Wheat,Punjab,Kharif,27.57,64.34,5.81,52.31,Urea,136.27,Mancozeb,2.303
Sugarcane,Odisha,Rabi,22.52,56.2,6.28,52.73,Urea,232.85,Imidacloprid,3.11
Wheat,Bihar,Zaid,22.69,58.73,7.3,32.07,SSP,113.86,Carbendazim,1.462
Mustard,Bihar,Kharif,27.41,75.31,6.54,65.65,Urea,126.05,Carbendazim,2.274
Wheat,Rajasthan,Rabi,33.36,71.2,5.08,38.2,Urea,133.28,Carbendazim,2.561
Maize,Odisha,Rabi,32.82,62.09,6.79,48.58,Compost,78.38,Chlorantraniliprole,3.163
Maize,Tamil Nadu,Kharif,31.05,71.2,7.08,34.05,Compost,77.14,Chlorantraniliprole,3.195
Cotton,Maharashtra,Kharif,29.95,75.67,7.81,32.2,Potash,143.9,Acephate,4.108
Sugarcane,Bihar,Rabi,30.65,68.01,6.11,31.69,NPK,245.97,Malathion,4.229
Mustard,Maharashtra,Kharif,35.95,47.26,7.03,35.33,Urea,103.66,Carbendazim,1.824
Groundnut,Maharashtra,Kharif,22.95,73.83,6.09,43.96,Compost,56.67,Carbendazim,2.191
Maize,Bihar,Kharif,25.91,58.42,7.46,33.0,DAP,112.21,Chlorantraniliprole,2.578
Groundnut,Punjab,Kharif,29.73,54.47,7.17,30.02,Compost,54.47,Chlorpyrifos,2.382
Groundnut,Karnataka,Zaid,31.66,73.83,6.25,44.26,Compost,61.14,Dimethoate,3.402
Cotton,Rajasthan,Rabi,27.3,84.54,6.27,28.98,Potash,144.87,Buprofezin,3.514
Pulses,Punjab,Zaid,27.6,58.36,5.3,40.79,Compost,48.34,Imidacloprid,1.596
Sugarcane,Maharashtra,Rabi,20.97,65.67,6.96,31.01,NPK,240.81,Chlorpyrifos,3.976
Mustard,Rajasthan,Kharif,24.57,70.31,5.45,29.88,SSP,91.21,Imidacloprid,1.816
Sugarcane,Bihar,Zaid,28.0,74.52,6.9,43.56,NPK,245.27,Chlorpyrifos,4.4
Groundnut,Bihar,Kharif,27.34,67.42,6.13,41.3,Gypsum,50.85,Dimethoate,2.95
Groundnut,Karnataka,Kharif,29.4,67.26,7.21,26.6,Compost,56.82,Carbendazim,1.922
Wheat,Uttar Pradesh,Kharif,27.69,57.85,7.57,46.18,NPK,138.09,Propiconazole,1.98
Pulses,Uttar Pradesh,Rabi,28.21,48.3,6.06,33.28,NPK,90.28,Imidacloprid,1.806
Maize,Uttar Pradesh,Rabi,26.69,94.7,7.63,33.14,Urea,123.33,Lambda-Cyhalothrin,4.789
Pulses,Uttar Pradesh,Kharif,35.09,82.97,6.37,53.33,DAP,101.97,Imidacloprid,3.143
Rice,Karnataka,Zaid,25.77,50.94,6.68,45.77,Urea,162.44,Chlorpyrifos,3.203
Maize,Tamil Nadu,Zaid,29.39,66.99,6.56,48.76,Urea,131.61,Chlorantraniliprole,3.011
Groundnut,Karnataka,Kharif,22.17,75.92,5.92,46.12,Compost,66.25,Dimethoate,3.122
Maize,Tamil Nadu,Kharif,26.38,82.68,7.65,43.39,Compost,79.42,Lambda-Cyhalothrin,4.147
Maize,Maharashtra,Zaid,23.74,55.22,6.6,29.71,Urea,117.33,Lambda-Cyhalothrin,2.526
Sugarcane,Rajasthan,Rabi,31.08,55.41,5.54,38.93,Urea,225.48,Malathion,3.903
Maize,Punjab,Zaid,27.74,74.84,6.1,50.8,Urea,131.4,Imidacloprid,3.358
Groundnut,Odisha,Rabi,27.49,71.5,5.04,36.83,Gypsum,44.36,Chlorpyrifos,2.912
Sugarcane,Rajasthan,Rabi,30.8,69.34,6.08,41.34,Urea,235.21,Imidacloprid,3.722
Rice,Maharashtra,Kharif,24.31,81.34,6.44,31.42,Urea,163.25,Cartap Hydrochloride,4.229
Mustard,Punjab,Rabi,28.35,81.52,6.03,44.65,Compost,78.67,Carbendazim,2.887
Wheat,Odisha,Rabi,36.52,75.38,7.37,36.08,Urea,136.34,Mancozeb,3.341
Cotton,Bihar,Rabi,28.9,58.65,6.15,46.65,NPK,184.59,Imidacloprid,2.563
Pulses,Tamil Nadu,Rabi,34.0,64.59,6.75,33.5,NPK,96.3,Mancozeb,2.432
Groundnut,Punjab,Zaid,30.51,73.41,6.3,26.48,Compost,60.49,Carbendazim,2.353
Maize,Rajasthan,Kharif,33.15,82.61,7.08,55.78,Urea,139.81,Chlorantraniliprole,4.068
Sugarcane,Karnataka,Zaid,29.4,76.73,6.2,43.89,Potash,201.59,Imidacloprid,4.123
Rice,Tamil Nadu,Kharif,28.24,72.2,6.78,42.15,DAP,157.77,Imidacloprid,3.494
Wheat,Rajasthan,Kharif,31.59,62.08,6.32,25.86,NPK,131.48,Propiconazole,2.165
Wheat,Maharashtra,Kharif,27.85,78.46,6.69,29.1,NPK,138.16,Propiconazole,2.758
Rice,Maharashtra,Kharif,26.9,54.83,6.62,14.12,DAP,144.73,Cartap Hydrochloride,2.769
Wheat,Uttar Pradesh,Kharif,23.57,83.29,6.22,44.73,NPK,143.39,Carbendazim,2.805
Pulses,Odisha,Rabi,29.09,53.62,7.6,45.29,Compost,61.34,Mancozeb,2.119
Cotton,Odisha,Zaid,22.56,71.67,7.4,29.21,Potash,137.37,Buprofezin,2.811
Wheat,Karnataka,Zaid,32.41,76.98,6.96,34.1,Urea,134.05,Carbendazim,2.543
Sugarcane,Tamil Nadu,Zaid,30.46,76.84,7.1,42.65,NPK,249.16,Imidacloprid,3.832
Maize,Karnataka,Zaid,31.92,80.11,7.22,18.78,Urea,119.5,Chlorantraniliprole,3.726
Sugarcane,Tamil Nadu,Kharif,26.82,67.46,6.33,42.49,Potash,204.88,Imidacloprid,3.58
Mustard,Uttar Pradesh,Zaid,23.72,69.91,7.08,48.32,SSP,104.12,Imidacloprid,2.204
Mustard,Karnataka,Kharif,19.65,82.9,7.41,50.8,Compost,69.05,Imidacloprid,2.971
Sugarcane,Bihar,Zaid,24.97,62.95,6.47,54.17,Potash,205.34,Chlorpyrifos,3.615
Wheat,Odisha,Kharif,21.68,100,5.98,37.58,SSP,124.44,Carbendazim,3.592
Groundnut,Tamil Nadu,Zaid,34.09,62.16,7.1,44.92,Gypsum,56.76,Carbendazim,2.347
Cotton,Rajasthan,Rabi,29.13,59.02,6.11,60.14,Compost,109.85,Buprofezin,2.675
Rice,Rajasthan,Zaid,26.6,80.12,5.85,23.65,MOP,146.67,Imidacloprid,3.597
Wheat,Odisha,Zaid,28.8,85.08,6.32,52.34,NPK,154.45,Carbendazim,3.05
Wheat,Tamil Nadu,Rabi,24.03,38.74,6.29,31.01,SSP,115.44,Carbendazim,1.28
Sugarcane,Karnataka,Kharif,25.07,62.6,7.07,37.8,NPK,240.26,Chlorpyrifos,3.514
Wheat,Rajasthan,Rabi,25.15,79.54,6.46,54.51,Urea,144.28,Propiconazole,3.087
Mustard,Maharashtra,Rabi,27.74,78.0,6.1,58.69,SSP,111.22,Imidacloprid,2.945
Sugarcane,Karnataka,Rabi,31.06,84.68,7.15,43.92,Urea,229.66,Malathion,5.704
Wheat,Karnataka,Zaid,25.23,49.83,7.43,26.08,NPK,125.24,Propiconazole,1.991
Mustard,Uttar Pradesh,Kharif,29.28,95.48,7.37,26.39,Compost,72.25,Imidacloprid,3.654
Rice,Karnataka,Kharif,26.81,86.04,6.57,48.73,Urea,171.74,Cartap Hydrochloride,4.569
Rice,Rajasthan,Kharif,31.1,76.07,6.21,39.46,MOP,147.94,Chlorpyrifos,4.379
Cotton,Tamil Nadu,Rabi,22.52,66.46,6.16,37.9,Potash,151.52,Buprofezin,2.667
Groundnut,Rajasthan,Zaid,33.0,88.22,6.7,28.19,Gypsum,48.43,Carbendazim,3.068
Groundnut,Punjab,Kharif,20.08,58.21,6.03,44.59,Urea,96.66,Chlorpyrifos,1.739
Pulses,Odisha,Rabi,32.77,67.47,6.84,51.24,DAP,91.91,Imidacloprid,2.388
Rice,Tamil Nadu,Rabi,25.23,85.85,7.61,52.43,MOP,149.33,Imidacloprid,4.338
Groundnut,Punjab,Rabi,23.77,87.87,6.24,33.36,Compost,64.28,Dimethoate,3.489
Wheat,Karnataka,Kharif,32.31,59.64,5.98,37.85,Urea,129.44,Carbendazim,1.503
Maize,Tamil Nadu,Rabi,28.79,90.3,6.78,33.99,Compost,78.64,Lambda-Cyhalothrin,4.922
Cotton,Uttar Pradesh,Kharif,27.52,63.53,6.11,34.14,Potash,140.0,Acephate,3.217
Rice,Maharashtra,Kharif,27.69,74.95,5.6,35.31,Urea,162.19,Cartap Hydrochloride,3.932
Pulses,Punjab,Kharif,29.9,56.36,6.86,26.22,DAP,82.03,Mancozeb,1.706
Mustard,Bihar,Kharif,20.95,78.71,6.42,42.23,Urea,116.03,Imidacloprid,2.378
Maize,Maharashtra,Zaid,22.73,59.2,5.62,53.95,Compost,76.04,Imidacloprid,2.238
Rice,Uttar Pradesh,Zaid,27.73,61.89,7.79,49.33,MOP,148.6,Cartap Hydrochloride,3.188
Wheat,Uttar Pradesh,Kharif,23.92,81.24,6.06,17.01,SSP,118.77,Propiconazole,2.749
Maize,Uttar Pradesh,Zaid,28.6,78.85,7.27,60.37,Urea,135.47,Imidacloprid,3.384
Sugarcane,Uttar Pradesh,Zaid,27.32,68.29,6.71,32.73,Urea,228.56,Malathion,3.827
