Crop,Region,Season,Temperature_C,Humidity_%,Soil_pH,Soil_Moisture_%,Fertilizer_Name,Fertilizer_Amount_kg_per_acre,Pesticide_Name,Pesticide_Amount_kg_per_acre
Jowar,Punjab,Rabi,30.66,60.54,7.65,27.37,Urea,99.0,Lambda-Cyhalothrin,2.252
Pulses,Karnataka,Zaid,30.6,70.23,6.72,43.34,DAP,90.99,Thiamethoxam,2.437
Pulses,Maharashtra,Kharif,22.15,72.99,6.6,53.43,NPK,102.12,Imidacloprid,2.018
Sugarcane,Punjab,Kharif,31.82,83.51,5.54,47.51,Potash,212.28,Malathion,5.537
Wheat,Andhra Pradesh,Kharif,33.79,68.48,6.84,27.09,SSP,118.99,Mancozeb,2.746
Sugarcane,Tamil Nadu,Kharif,28.87,78.94,6.39,52.79,NPK,266.56,Imidacloprid,4.219
Pulses,Uttar Pradesh,Kharif,24.92,76.64,6.89,50.92,NPK,103.06,Thiamethoxam,2.379
Groundnut,Maharashtra,Rabi,30.67,85.77,7.86,40.22,Urea,96.75,Dimethoate,3.933
Cotton,Maharashtra,Zaid,23.95,67.32,6.51,29.71,NPK,175.54,Imidacloprid,2.716
Sugarcane,Rajasthan,Kharif,29.4,53.26,6.88,29.08,NPK,250.42,Chlorpyrifos,3.605
Wheat,West Bengal,Rabi,26.1,76.57,6.85,43.23,SSP,123.63,Carbendazim,2.597
Wheat,Odisha,Kharif,28.43,79.38,7.12,42.27,Urea,134.63,Carbendazim,2.447
Rice,West Bengal,Kharif,26.69,53.44,6.81,43.93,DAP,155.59,Chlorpyrifos,2.994
Sugarcane,Tamil Nadu,Rabi,31.13,75.72,6.94,38.03,Urea,230.99,Malathion,4.37
Wheat,Uttar Pradesh,Rabi,31.73,63.39,6.09,55.86,SSP,130.41,Mancozeb,2.61
Potato,Tamil Nadu,Kharif,19.32,72.06,6.41,41.82,DAP,188.2,Carbendazim,2.459
Wheat,Uttar Pradesh,Rabi,26.49,70.97,7.08,47.45,SSP,126.02,Carbendazim,2.173
Maize,Maharashtra,Zaid,33.56,66.4,6.44,43.27,Urea,131.14,Chlorantraniliprole,2.815
Wheat,Rajasthan,Zaid,28.2,59.42,7.1,56.81,Urea,137.88,Carbendazim,1.612
Sugarcane,Tamil Nadu,Kharif,25.88,71.36,6.34,35.78,Potash,210.38,Imidacloprid,3.43
Maize,Odisha,Zaid,27.07,97.55,6.2,54.24,Urea,133.0,Lambda-Cyhalothrin,4.963
Potato,Uttar Pradesh,Kharif,20.0,56.13,7.32,42.26,Urea,178.38,Cartap Hydrochloride,2.353
Jowar,Odisha,Kharif,24.26,85.63,6.73,5.23,NPK,111.07,Chlorpyrifos,3.208
Rice,Punjab,Rabi,27.21,74.01,6.47,35.5,Urea,164.29,Imidacloprid,3.332
Wheat,West Bengal,Kharif,28.56,86.0,6.01,33.81,NPK,137.71,Propiconazole,3.431
Wheat,Andhra Pradesh,Kharif,32.58,93.63,6.19,61.56,Urea,147.11,Propiconazole,4.015
Potato,West Bengal,Kharif,24.83,83.15,6.17,43.63,Urea,195.34,Carbendazim,3.004
Sugarcane,Karnataka,Zaid,27.09,66.64,5.47,57.63,Potash,194.28,Chlorpyrifos,4.088
Mustard,West Bengal,Rabi,29.05,78.81,6.26,15.8,SSP,101.26,Mancozeb,2.421
Rice,Odisha,Kharif,22.97,70.82,7.25,44.49,Urea,172.44,Imidacloprid,3.195
Sugarcane,Karnataka,Kharif,29.31,46.72,6.46,41.96,Potash,203.96,Chlorpyrifos,3.686
Pulses,Andhra Pradesh,Zaid,24.5,69.37,6.89,33.93,DAP,84.36,Imidacloprid,1.752
Potato,Punjab,Rabi,28.67,62.03,7.0,21.55,MOP,182.48,Mancozeb,2.819
Sugarcane,Tamil Nadu,Zaid,25.33,49.01,7.16,30.93,NPK,240.69,Imidacloprid,3.145
Cotton,Rajasthan,Rabi,29.13,57.02,6.14,65.5,Compost,109.54,Buprofezin,2.647
Rice,Rajasthan,Zaid,26.6,78.12,5.9,22.92,MOP,144.35,Imidacloprid,3.411
Wheat,West Bengal,Zaid,28.8,83.08,6.34,56.4,NPK,151.77,Carbendazim,2.841
Groundnut,Tamil Nadu,Kharif,31.34,45.01,6.72,53.31,Compost,62.28,Carbendazim,1.918
Groundnut,Tamil Nadu,Kharif,27.78,65.64,6.72,31.76,Urea,106.04,Carbendazim,1.903
Mustard,Karnataka,Rabi,21.06,75.79,6.66,46.5,Compost,71.23,Mancozeb,2.704
Mustard,Maharashtra,Rabi,32.84,57.59,6.82,16.64,Urea,110.73,Imidacloprid,1.559
Jowar,Odisha,Kharif,31.6,71.46,6.91,35.04,NPK,119.58,Imidacloprid,2.387
Potato,Maharashtra,Rabi,22.73,68.31,6.71,43.26,MOP,175.15,Carbendazim,2.487
Mustard,Tamil Nadu,Rabi,23.36,63.87,6.84,51.73,SSP,108.0,Imidacloprid,1.613
Cotton,Odisha,Rabi,22.78,55.6,6.61,45.33,Compost,104.75,Imidacloprid,1.896
Mustard,Maharashtra,Kharif,26.81,68.74,7.46,5,Compost,57.52,Carbendazim,1.886
Cotton,Punjab,Zaid,33.77,74.74,5.61,41.22,Compost,103.35,Acephate,3.838
Jowar,Tamil Nadu,Zaid,26.82,61.17,6.4,51.34,SSP,95.36,Lambda-Cyhalothrin,1.953
Groundnut,Rajasthan,Zaid,33.0,86.22,6.68,28.23,Gypsum,49.03,Carbendazim,2.843
Groundnut,Punjab,Kharif,20.08,56.21,6.07,47.35,Urea,98.73,Chlorpyrifos,1.742
Pulses,Odisha,Rabi,32.77,65.47,6.81,55.12,DAP,92.18,Imidacloprid,2.214
Rice,Tamil Nadu,Rabi,25.23,83.85,7.52,56.5,MOP,149.21,Imidacloprid,4.115
Groundnut,Punjab,Rabi,23.77,85.87,6.26,34.26,Compost,62.98,Dimethoate,3.25
Wheat,Karnataka,Kharif,32.31,57.64,6.02,39.49,Urea,129.58,Carbendazim,1.476
Maize,Tamil Nadu,Rabi,28.79,88.3,6.76,34.99,Compost,76.62,Lambda-Cyhalothrin,4.619
Cotton,Uttar Pradesh,Kharif,27.52,61.53,6.14,35.16,Potash,140.42,Acephate,3.082
Jowar,Maharashtra,Kharif,30.56,75.66,6.5,28.54,Urea,112.18,Lambda-Cyhalothrin,3.227
Pulses,Punjab,Kharif,29.9,54.36,6.83,25.92,DAP,81.54,Mancozeb,1.692
Mustard,Bihar,Kharif,20.95,76.71,6.42,44.6,Urea,115.62,Imidacloprid,2.199
Maize,Maharashtra,Zaid,22.73,57.2,5.7,58.28,Compost,75.6,Imidacloprid,2.235
Rice,Andhra Pradesh,Kharif,27.73,59.89,7.68,52.89,MOP,153.75,Cartap Hydrochloride,3.056
Jowar,Uttar Pradesh,Kharif,27.42,55.72,6.43,56.2,SSP,103.23,Imidacloprid,2.363
Maize,Uttar Pradesh,Zaid,28.6,76.85,7.21,65.77,Urea,133.54,Imidacloprid,3.173
Sugarcane,Uttar Pradesh,Zaid,29.41,66.29,6.69,33.52,Urea,227.58,Malathion,3.761
Rice,Rajasthan,Kharif,35.79,80.86,5.87,41.0,MOP,155.48,Chlorpyrifos,4.825
Pulses,Punjab,Zaid,25.46,78.18,6.55,42.55,DAP,95.17,Mancozeb,2.808
Mustard,Bihar,Kharif,25.59,69.38,7.27,64.8,Compost,65.95,Mancozeb,2.17
Wheat,Andhra Pradesh,Kharif,26.71,54.4,6.55,32.21,SSP,116.69,Mancozeb,1.777
Cotton,West Bengal,Zaid,28.25,74.9,7.32,20.53,NPK,179.57,Buprofezin,2.88
Groundnut,Bihar,Zaid,18.08,56.62,6.23,41.13,Gypsum,52.04,Chlorpyrifos,2.089
Pulses,Tamil Nadu,Kharif,30.4,42.58,6.06,45.81,NPK,96.88,Mancozeb,1.623
Rice,Rajasthan,Zaid,34.71,84.33,7.06,35.89,Urea,164.61,Imidacloprid,4.127
Groundnut,Andhra Pradesh,Rabi,28.35,58.91,6.51,57.01,Compost,66.19,Dimethoate,2.093
Pulses,Uttar Pradesh,Kharif,25.15,77.52,6.49,49.07,NPK,102.25,Imidacloprid,2.739
Mustard,Tamil Nadu,Rabi,24.71,68.94,7.15,25.48,Compost,66.47,Mancozeb,2.075
Pulses,Karnataka,Zaid,24.18,62.86,6.63,18.11,NPK,87.93,Imidacloprid,1.665
Wheat,Uttar Pradesh,Zaid,33.52,85.85,7.03,59.43,SSP,131.16,Carbendazim,3.497
Rice,Andhra Pradesh,Zaid,33.25,50.11,6.13,44.12,DAP,157.2,Chlorpyrifos,3.428
Pulses,West Bengal,Rabi,25.1,86.53,7.04,54.7,Compost,64.77,Mancozeb,2.965
Wheat,Karnataka,Kharif,24.97,67.8,5.52,47.0,Urea,131.52,Mancozeb,2.597
Rice,West Bengal,Kharif,23.25,68.25,6.45,33.82,Urea,166.8,Chlorpyrifos,3.302
Maize,Odisha,Rabi,31.2,74.76,7.01,53.24,Compost,78.23,Chlorantraniliprole,3.723
Rice,Uttar Pradesh,Rabi,16.08,57.87,6.78,40.93,Urea,161.24,Imidacloprid,2.949
Sugarcane,Bihar,Rabi,33.48,42.19,5.58,60.64,Potash,196.1,Chlorpyrifos,4.21
Rice,Odisha,Zaid,24.11,75.95,6.82,44.58,MOP,149.24,Chlorpyrifos,3.674
Rice,Karnataka,Rabi,24.78,79.2,6.56,30.9,DAP,157.13,Imidacloprid,3.217
Groundnut,Odisha,Zaid,27.11,78.39,6.27,19.07,Urea,95.79,Dimethoate,2.844
Pulses,Andhra Pradesh,Zaid,25.07,62.35,6.13,33.55,NPK,96.48,Imidacloprid,1.472
Groundnut,Uttar Pradesh,Kharif,31.21,70.63,6.14,28.73,Urea,101.93,Chlorpyrifos,2.825
Mustard,Bihar,Zaid,27.09,72.34,6.47,35.43,Compost,70.05,Mancozeb,1.991
Mustard,Punjab,Rabi,28.52,63.43,7.13,40.85,Urea,115.97,Mancozeb,1.852
Pulses,Andhra Pradesh,Rabi,34.31,68.7,5.91,33.72,NPK,100.29,Thiamethoxam,2.499
Groundnut,Punjab,Kharif,28.78,59.36,6.51,32.03,Urea,99.28,Dimethoate,2.375
Jowar,Uttar Pradesh,Zaid,27.48,88.91,7.08,15.02,NPK,109.59,Lambda-Cyhalothrin,3.51
Jowar,Karnataka,Kharif,30.27,61.18,7.42,48.15,Urea,110.85,Imidacloprid,1.694
Groundnut,Odisha,Rabi,29.97,81.74,6.94,52.7,Gypsum,56.19,Dimethoate,3.66
Sugarcane,Odisha,Kharif,35.53,73.33,7.12,61.24,Potash,214.22,Malathion,4.878
Jowar,Andhra Pradesh,Rabi,30.62,70.84,5.66,57.38,SSP,96.32,Lambda-Cyhalothrin,3.321
Mustard,Maharashtra,Rabi,27.95,58.41,6.8,36.96,Urea,111.88,Mancozeb,1.558
Rice,Tamil Nadu,Rabi,28.16,64.01,7.14,44.28,MOP,145.01,Imidacloprid,3.025
Cotton,Andhra Pradesh,Kharif,28.89,99.52,6.57,34.5,NPK,187.53,Acephate,5.218
Wheat,Andhra Pradesh,Zaid,20.64,59.91,6.61,32.34,Urea,128.63,Carbendazim,1.323
Wheat,Odisha,Rabi,30.68,50.25,5.53,20.56,Urea,131.2,Carbendazim,1.484
Maize,Punjab,Rabi,32.11,65.75,6.29,46.25,DAP,115.93,Chlorantraniliprole,2.898
Sugarcane,Karnataka,Zaid,29.34,68.78,6.75,34.1,Urea,237.1,Chlorpyrifos,4.268
Pulses,Maharashtra,Rabi,28.59,68.33,6.8,55.12,NPK,106.05,Mancozeb,2.129
Pulses,Punjab,Kharif,23.37,63.63,6.51,52.67,NPK,104.54,Thiamethoxam,1.653
Cotton,Rajasthan,Kharif,31.59,70.07,7.32,72.95,Potash,159.06,Imidacloprid,3.308
Groundnut,Rajasthan,Zaid,22.37,54.81,6.71,36.82,Compost,59.04,Carbendazim,1.331
Maize,Odisha,Rabi,21.19,74.15,6.54,24.16,Compost,69.94,Chlorantraniliprole,2.894
Wheat,West Bengal,Zaid,26.79,60.6,6.46,51.53,Urea,135.94,Carbendazim,1.842
Pulses,West Bengal,Kharif,32.17,61.61,6.66,38.33,NPK,99.74,Thiamethoxam,1.962
Sugarcane,Odisha,Zaid,32.67,65.64,6.79,69.25,Urea,245.25,Imidacloprid,3.714
Potato,Odisha,Kharif,14.61,58.95,5.6,5,MOP,154.79,Carbendazim,1.383
Sugarcane,Andhra Pradesh,Zaid,34.2,90.03,6.39,26.46,Potash,193.16,Imidacloprid,4.945
Pulses,Bihar,Rabi,32.94,69.96,6.53,44.46,NPK,101.81,Mancozeb,2.167
Jowar,Odisha,Kharif,30.83,81.67,6.63,39.27,SSP,103.05,Chlorpyrifos,3.772
Cotton,Rajasthan,Kharif,33.32,76.68,6.71,62.98,NPK,189.94,Acephate,3.89
Cotton,Tamil Nadu,Zaid,29.97,76.75,8.04,26.71,Compost,100.43,Buprofezin,3.462
Rice,Rajasthan,Kharif,24.64,90.55,6.57,39.58,DAP,167.3,Chlorpyrifos,4.873
Jowar,Maharashtra,Rabi,31.52,55.1,5.48,44.04,SSP,92.01,Chlorpyrifos,2.221
Jowar,Karnataka,Zaid,26.14,58.56,6.91,17.12,Urea,98.48,Chlorpyrifos,1.494
Potato,Rajasthan,Rabi,15.41,67.72,6.54,55.72,Urea,207.46,Carbendazim,2.544
Potato,Karnataka,Zaid,27.16,54.66,5.97,30.59,MOP,161.27,Mancozeb,2.744
Groundnut,Andhra Pradesh,Zaid,25.67,73.1,7.02,58.49,Gypsum,52.45,Dimethoate,2.709
Pulses,Tamil Nadu,Rabi,32.83,52.09,6.77,42.34,Compost,57.26,Imidacloprid,1.774
Pulses,Tamil Nadu,Kharif,35.99,59.67,6.13,40.29,DAP,85.91,Mancozeb,1.962
Jowar,Andhra Pradesh,Kharif,26.18,74.57,7.01,47.71,SSP,106.08,Lambda-Cyhalothrin,3.003
Maize,Odisha,Kharif,20.21,55.66,6.94,46.11,Compost,77.2,Imidacloprid,2.076
Groundnut,Bihar,Rabi,24.15,61.03,6.25,28.01,Compost,56.92,Chlorpyrifos,2.125
Cotton,Bihar,Zaid,30.1,59.38,6.5,57.35,Potash,153.94,Acephate,3.217
Groundnut,Maharashtra,Rabi,28.41,67.07,6.12,15.59,Compost,53.76,Chlorpyrifos,2.32
Sugarcane,Uttar Pradesh,Rabi,29.19,52.56,6.33,43.38,NPK,251.23,Imidacloprid,3.145
Potato,Rajasthan,Zaid,27.81,79.24,7.7,54.76,MOP,178.85,Mancozeb,3.945
Jowar,West Bengal,Kharif,28.09,46.96,6.82,25.73,NPK,104.17,Imidacloprid,1.611
Jowar,Karnataka,Kharif,28.84,63.38,5.46,29.27,Urea,102.46,Imidacloprid,1.568
Potato,West Bengal,Kharif,20.4,60.56,6.86,33.9,Urea,196.22,Mancozeb,2.702
Jowar,Tamil Nadu,Rabi,29.43,61.68,7.19,45.54,NPK,112.91,Lambda-Cyhalothrin,2.027
Cotton,Rajasthan,Zaid,26.05,57.3,6.66,51.64,NPK,186.51,Imidacloprid,2.434
Groundnut,Maharashtra,Rabi,24.59,67.37,6.55,27.4,Urea,101.39,Carbendazim,1.477
Rice,Rajasthan,Kharif,28.4,62.8,5.85,18.71,DAP,148.21,Cartap Hydrochloride,2.946
Maize,Uttar Pradesh,Kharif,21.17,66.0,5.7,30.14,Urea,125.5,Chlorantraniliprole,2.411
Wheat,Andhra Pradesh,Rabi,22.35,73.57,6.93,41.37,NPK,143.76,Mancozeb,2.812
Jowar,Maharashtra,Kharif,27.28,65.75,6.86,61.38,Urea,120.47,Lambda-Cyhalothrin,2.752
Potato,Punjab,Zaid,30,57.73,7.01,36.58,MOP,170.01,Carbendazim,2.265
Potato,Punjab,Zaid,18.94,85.28,7.0,30.76,MOP,168.21,Mancozeb,3.831
Mustard,Andhra Pradesh,Rabi,34.9,50.08,6.47,7.17,Urea,102.81,Imidacloprid,1.533
Maize,Rajasthan,Rabi,26.64,58.83,6.14,32.71,DAP,113.67,Lambda-Cyhalothrin,2.54
Groundnut,Karnataka,Rabi,25.11,78.73,5.33,40.43,Urea,96.69,Carbendazim,2.414
Jowar,Odisha,Kharif,22.75,64.07,6.61,41.88,SSP,103.53,Imidacloprid,1.565
Maize,Bihar,Zaid,28.25,90.8,6.63,49.25,Compost,78.57,Imidacloprid,4.093
Potato,Rajasthan,Zaid,27.11,83.79,6.47,21.41,Urea,194.47,Mancozeb,3.976
Rice,West Bengal,Rabi,22.68,72.37,5.38,35.29,Urea,153.75,Chlorpyrifos,3.736
Maize,Rajasthan,Kharif,29.84,74.08,6.3,28.83,Urea,123.0,Imidacloprid,2.745
Pulses,Odisha,Rabi,20.14,60.8,7.03,39.96,NPK,94.76,Mancozeb,1.881
Rice,Andhra Pradesh,Zaid,25.68,52.94,5.82,36.06,DAP,148.76,Cartap Hydrochloride,2.876
Wheat,Uttar Pradesh,Kharif,23.87,84.47,6.74,39.02,Urea,136.0,Propiconazole,3.571
Cotton,Rajasthan,Kharif,27.93,40.29,6.52,32.12,Compost,94.09,Buprofezin,2.47
Sugarcane,Karnataka,Kharif,31.23,63.17,6.06,62.25,Urea,248.44,Imidacloprid,3.463
Potato,West Bengal,Zaid,22.42,68.54,6.78,15.03,MOP,170.21,Cartap Hydrochloride,2.734
Maize,Karnataka,Zaid,29.94,79.43,5.64,18.58,DAP,107.27,Lambda-Cyhalothrin,3.565
Cotton,Maharashtra,Kharif,37.77,64.77,6.52,19.67,NPK,174.44,Buprofezin,2.778
Pulses,Uttar Pradesh,Zaid,29.14,45.48,5.86,34.04,DAP,81.75,Imidacloprid,1.886
Sugarcane,Karnataka,Rabi,33.55,38.02,6.29,53.78,Urea,238.21,Malathion,3.958
Maize,Tamil Nadu,Rabi,22.01,45.6,6.55,30.66,DAP,108.7,Imidacloprid,1.835
Pulses,Maharashtra,Kharif,29.7,59.85,6.08,50.12,Compost,60.82,Thiamethoxam,2.064
Pulses,Odisha,Rabi,29.92,58.19,6.3,25.55,DAP,76.73,Mancozeb,2.02
Mustard,Odisha,Rabi,32.23,83.08,6.62,27.61,SSP,105.86,Imidacloprid,2.862
Rice,Punjab,Kharif,31.35,67.32,6.7,70.95,Urea,180.92,Cartap Hydrochloride,3.854
Groundnut,West Bengal,Rabi,27.84,69.21,6.61,35.07,Urea,99.65,Dimethoate,2.436
Maize,Maharashtra,Kharif,30.25,48.84,6.31,49.8,DAP,117.59,Imidacloprid,2.556
Mustard,Bihar,Kharif,20.93,78.73,5.53,34.84,SSP,92.92,Mancozeb,2.507
Wheat,Karnataka,Zaid,25.11,81.5,6.47,37.5,SSP,119.24,Carbendazim,2.561
Sugarcane,Punjab,Kharif,32.74,71.94,6.84,45.89,Urea,242.01,Chlorpyrifos,4.556
Groundnut,Karnataka,Kharif,28.27,44.22,5.87,44.95,Urea,97.58,Carbendazim,1.964
Jowar,Karnataka,Kharif,24.19,92.21,6.86,53.28,Urea,121.13,Chlorpyrifos,3.734
Cotton,Odisha,Kharif,29.37,59.19,6.3,45.4,Potash,151.82,Acephate,3.069
Sugarcane,Rajasthan,Zaid,25.24,69.2,7.91,37.82,NPK,237.18,Chlorpyrifos,4.006
Cotton,Punjab,Kharif,27.52,64.53,6.86,62.13,NPK,185.63,Acephate,2.89
Pulses,Rajasthan,Rabi,28.93,86.64,7.01,30.44,NPK,92.27,Thiamethoxam,3.131
Wheat,Bihar,Zaid,30.09,60.29,6.82,64.78,NPK,143.9,Mancozeb,2.231
Groundnut,Maharashtra,Zaid,27.61,62.5,7.02,49.82,Compost,58.52,Dimethoate,2.286
Maize,Punjab,Kharif,19.88,69.9,6.55,42.82,Urea,128.65,Chlorantraniliprole,2.641
Rice,Odisha,Zaid,25.52,58.85,6.21,54.47,DAP,163.61,Chlorpyrifos,3.105
Sugarcane,Bihar,Zaid,37.77,57.76,5.88,43.5,NPK,237.42,Malathion,3.904
Groundnut,Odisha,Rabi,19.97,87.89,7.05,44.51,Urea,101.05,Dimethoate,3.229
Cotton,Tamil Nadu,Kharif,31.72,71.23,7.58,39.84,Compost,102.73,Imidacloprid,3.493
Wheat,Maharashtra,Zaid,21.29,54.36,5.7,46.57,NPK,140.29,Mancozeb,2.181
Cotton,Punjab,Kharif,16.41,68.96,6.2,45.29,NPK,182.1,Acephate,3.378
Cotton,Maharashtra,Kharif,24.9,71.43,6.38,36.83,Potash,151.72,Buprofezin,2.833
Potato,Uttar Pradesh,Rabi,22.26,84.43,6.6,26.79,DAP,188.73,Cartap Hydrochloride,3.972
Jowar,Bihar,Rabi,32.26,82.22,5.88,53.98,NPK,118.48,Lambda-Cyhalothrin,3.915
Groundnut,Andhra Pradesh,Zaid,23.84,75.62,6.55,49.56,Gypsum,57.06,Dimethoate,2.686
Maize,Punjab,Rabi,31.78,66.79,6.45,46.96,Urea,125.81,Imidacloprid,2.645
Pulses,Tamil Nadu,Zaid,23.23,83.56,5.54,30.61,Compost,52.01,Imidacloprid,2.9
Rice,Tamil Nadu,Zaid,29.18,88.52,6.01,47.21,MOP,144.08,Cartap Hydrochloride,4.764
Cotton,Andhra Pradesh,Kharif,24.48,83.32,7.23,36.46,Potash,144.69,Acephate,3.938
Sugarcane,Andhra Pradesh,Rabi,31.02,58.62,6.65,55.16,Urea,232.69,Imidacloprid,3.334
Pulses,Uttar Pradesh,Kharif,26.85,57.0,7.16,23.91,NPK,86.67,Imidacloprid,1.212
Potato,Maharashtra,Zaid,19.09,62.84,6.25,58.05,DAP,182.92,Cartap Hydrochloride,3.056
Groundnut,Maharashtra,Kharif,25.28,78.68,6.82,32.4,Urea,99.64,Carbendazim,2.213
Maize,Maharashtra,Rabi,26.72,67.11,6.04,53.03,Compost,75.48,Chlorantraniliprole,2.675
Mustard,Bihar,Zaid,27.57,68.6,6.42,40.5,SSP,101.6,Carbendazim,1.919
Wheat,Uttar Pradesh,Rabi,25.71,75.93,5.22,52.57,NPK,150.94,Propiconazole,2.894
Jowar,Rajasthan,Kharif,34.18,63.37,7.59,19.55,NPK,108.13,Chlorpyrifos,2.373
Groundnut,Maharashtra,Rabi,16.04,76.55,5.95,44.53,Urea,103.8,Dimethoate,2.972
Maize,Maharashtra,Rabi,26.5,69.67,7.17,43.6,Compost,70.72,Chlorantraniliprole,3.132
Mustard,Andhra Pradesh,Rabi,26.28,77.7,6.74,51.11,Compost,76.98,Imidacloprid,2.579
Sugarcane,Uttar Pradesh,Rabi,29.74,69.15,6.52,48.16,Potash,200.3,Malathion,4.135
Groundnut,Maharashtra,Zaid,21.65,67.47,6.18,62.49,Gypsum,57.24,Chlorpyrifos,2.782
Mustard,Uttar Pradesh,Zaid,34.88,63.19,6.26,23.88,SSP,97.97,Imidacloprid,1.976
Sugarcane,Bihar,Rabi,28.75,63.79,6.51,45.77,Urea,236.24,Imidacloprid,3.396
Pulses,Karnataka,Rabi,26.04,71.72,6.17,40.49,DAP,90.77,Mancozeb,2.245
Jowar,Bihar,Rabi,24.71,66.57,5.02,59.97,SSP,100.13,Imidacloprid,2.376
Pulses,West Bengal,Zaid,26.88,93.79,6.46,60.45,NPK,110.96,Thiamethoxam,3.502
Mustard,Maharashtra,Rabi,25.02,86.15,6.57,44.81,Urea,123.73,Imidacloprid,2.77
Sugarcane,Punjab,Kharif,30.13,76.75,7.12,28.29,Potash,202.96,Chlorpyrifos,4.733
Groundnut,Odisha,Zaid,35.0,65.23,6.29,27.73,Gypsum,48.02,Dimethoate,2.784
Rice,Odisha,Zaid,29.04,68.2,7.34,55.36,MOP,143.7,Cartap Hydrochloride,3.773
Mustard,Punjab,Zaid,26.19,73.35,6.44,31.71,Compost,69.33,Mancozeb,2.177
Groundnut,Rajasthan,Rabi,31.8,70.84,6.36,42.43,Urea,105.29,Dimethoate,2.674
Mustard,Bihar,Rabi,31.5,82.45,6.52,29.6,Compost,70.48,Imidacloprid,2.484
Pulses,Punjab,Kharif,33.02,59.55,6.27,59.37,DAP,98.56,Imidacloprid,1.573
Groundnut,Uttar Pradesh,Zaid,28.78,57.42,7.09,34.56,Urea,100.23,Dimethoate,1.957
Pulses,Punjab,Kharif,29.65,86.56,6.37,51.38,DAP,90.7,Imidacloprid,2.818
Mustard,Rajasthan,Zaid,28.85,64.52,6.15,45.42,Urea,113.72,Carbendazim,1.79
Cotton,Andhra Pradesh,Rabi,34.74,61.81,5.33,43.2,Compost,98.75,Buprofezin,2.647
Sugarcane,Punjab,Kharif,27.81,65.06,6.16,32.61,NPK,243.59,Imidacloprid,3.258
Jowar,Bihar,Rabi,29.33,66.82,5.91,30.36,SSP,92.58,Lambda-Cyhalothrin,2.531
Cotton,West Bengal,Kharif,27.06,49.39,6.79,19.88,Potash,139.62,Buprofezin,2.201
Wheat,Bihar,Rabi,27.16,55.37,7.15,31.87,Urea,135.0,Mancozeb,2.054
Rice,Bihar,Rabi,26.75,74.94,7.06,47.64,Urea,163.78,Cartap Hydrochloride,3.65
Sugarcane,Uttar Pradesh,Rabi,30.67,75.06,6.6,61.27,Potash,210.64,Malathion,4.66
Sugarcane,Andhra Pradesh,Zaid,29.16,71.44,6.56,52.1,NPK,249.85,Chlorpyrifos,4.319
Potato,West Bengal,Rabi,22.87,72.06,6.79,44.7,MOP,182.81,Cartap Hydrochloride,3.343
Cotton,Rajasthan,Zaid,23.7,63.75,5.94,63.11,NPK,187.58,Acephate,3.138
Maize,Karnataka,Kharif,22.15,70.62,7.34,50.75,DAP,120.75,Lambda-Cyhalothrin,3.291
Cotton,Karnataka,Kharif,30.84,65.54,6.57,30.26,Compost,101.0,Imidacloprid,2.81
Pulses,Uttar Pradesh,Zaid,18.99,83.22,7.36,48.97,DAP,88.34,Thiamethoxam,2.481
Sugarcane,West Bengal,Zaid,32.4,74.17,6.83,57.57,NPK,256.18,Chlorpyrifos,4.579
Pulses,Rajasthan,Zaid,32.24,64.83,6.96,42.69,NPK,92.61,Thiamethoxam,1.924
Cotton,Punjab,Rabi,26.38,43.11,7.09,43.76,NPK,176.11,Imidacloprid,3.002
Groundnut,Andhra Pradesh,Zaid,21.84,77.36,6.81,44.22,Urea,104.69,Dimethoate,3.124
Maize,Uttar Pradesh,Kharif,31.21,56.71,7.2,52.11,DAP,119.75,Chlorantraniliprole,2.891
Pulses,Karnataka,Zaid,27.15,64.38,5.95,32.01,Compost,52.59,Thiamethoxam,1.775
Wheat,Bihar,Zaid,29.79,62.42,6.34,28.87,Urea,130.46,Propiconazole,1.897
Groundnut,Punjab,Rabi,33.24,86.2,6.71,41.67,Compost,59.43,Dimethoate,3.869
Sugarcane,Odisha,Kharif,32.4,72.69,6.66,27.29,NPK,253.87,Malathion,4.474
Rice,Andhra Pradesh,Rabi,31.96,46.85,5.77,37.08,DAP,155.98,Chlorpyrifos,3.201
Maize,Maharashtra,Rabi,29.69,76.26,5.84,52.23,Urea,123.74,Lambda-Cyhalothrin,3.576
Cotton,Andhra Pradesh,Kharif,32.66,82.42,6.15,48.94,Compost,106.9,Acephate,4.308
Groundnut,West Bengal,Rabi,26.83,67.36,7.15,16.77,Urea,91.69,Chlorpyrifos,2.363
Rice,Rajasthan,Rabi,25.85,68.87,7.05,24.37,Urea,157.18,Cartap Hydrochloride,3.492
Maize,West Bengal,Zaid,34.05,52.14,6.35,38.52,DAP,119.29,Lambda-Cyhalothrin,2.676
Wheat,Rajasthan,Zaid,28.72,59.64,5.93,61.15,NPK,145.15,Carbendazim,1.708
Cotton,Andhra Pradesh,Kharif,33.92,83.63,6.44,20.94,NPK,182.21,Acephate,4.245
Cotton,Punjab,Zaid,34.64,83.8,6.39,21.15,NPK,181.68,Acephate,4.101
Rice,Rajasthan,Kharif,24.75,58.87,6.6,61.59,MOP,158.56,Cartap Hydrochloride,2.997
Rice,Punjab,Kharif,29.06,82.42,6.15,35.5,Urea,166.97,Cartap Hydrochloride,4.097
